Suburb,Address,Type,Price,Method,SellerG,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longitude,Regionname
Southbank,1712/39 Coventry St,u,485000,PI,Dingle,1.2,3006,2,1,1,,-37.8295,144.9692,Southern Metropolitan
Brunswick West,3/546 Moreland Rd,u,370000,S,Ray,5.9,3055,2,1,1,,-37.7524,144.9347,Northern Metropolitan
Armadale,9/19 Mercer Rd,u,735000,PI,Marshall,6.3,3143,3,2,1,,-37.8543,145.0262,Southern Metropolitan
Canterbury,49 Mangarra Rd,h,8000000,VB,Sotheby's,9,3126,5,5,4,2044,-37.8179,145.0694,Southern Metropolitan
Flemington,15/17 Ascot Vale Rd,u,380000,SP,Biggin,4.4,3031,1,1,1,,-37.7852,144.9216,Northern Metropolitan
Toorak,19/740 Orrong Rd,u,751000,SP,Jellis,4.1,3142,2,1,1,,-37.83872,145.01452,Southern Metropolitan
Ivanhoe East,271 The Boulevard,h,3850000,SP,Miles,9,3079,5,4,2,2033,-37.7769,145.0605,Eastern Metropolitan
Balwyn,349 Union Rd,h,4000000,VB,Jellis,9.7,3103,6,4,7,2033,-37.8051,145.1016,Southern Metropolitan
Carnegie,5/40 Woorayl St,u,430000,VB,Ray,10.1,3163,2,1,1,,-37.88642,145.05979,Southern Metropolitan
Carnegie,12/40 Woorayl St,u,381000,S,Ray,10.1,3163,1,1,1,,-37.88642,145.05979,Southern Metropolitan
Richmond,607/2 McGoun St,u,592000,SP,Biggin,2.4,3121,2,2,2,,-37.817,144.99554,Northern Metropolitan
Richmond,516/2 McGoun St,u,500000,VB,Collins,2.6,3121,1,1,1,,-37.817,144.9955,Northern Metropolitan
Croydon,5/15 Leigh Rd,t,480000,S,Ray,23,3136,2,1,1,2023,-37.80452,145.28579,Eastern Metropolitan
Boronia,10 Hansen Rd,h,950000,S,iTRAK,25,3155,4,2,4,2020,-37.86669,145.29959,Eastern Metropolitan
Heidelberg,7/74 Hawdon St,u,534000,S,Miles,8.9,3084,2,1,1,,-37.75715,145.06463,Eastern Metropolitan
Ormond,22/30 Lillimur Rd,u,370000,S,Woodards,11.4,3204,1,1,1,,-37.90143,145.04184,Southern Metropolitan
Maribyrnong,88 The Esplanade,h,3400000,SP,Jas,4.3,3032,3,1,5,2000,-37.7657,144.89109,Western Metropolitan
Mont Albert,40 Zetland Rd,h,2350000,PI,Kay,11.8,3127,6,3,3,1997,-37.8176,145.1117,Eastern Metropolitan
Langwarrin,67 Union Rd,h,900000,S,HAR,41,3910,4,2,6,1996,-38.15575,145.19516,Eastern Victoria
Williamstown North,5/46 Kororoit Creek Rd,u,546000,S,Williams,8.9,3016,2,1,1,,-37.8573,144.8854,Western Metropolitan
Heidelberg,8/75 Hawdon St,u,450000,VB,Mason,8.9,3084,2,1,0,,-37.75692,145.06426,Eastern Metropolitan
Glen Iris,11/62 Edgar St N,u,501000,S,Jellis,7.3,3146,2,1,1,,-37.85019,145.0465,Southern Metropolitan
Hillside,25 Castlewellan Bvd,h,1111000,S,Barry,18,3037,4,2,2,1972,-37.69547,144.73018,Western Metropolitan
Eltham North,45 Allison Cr,h,905000,S,Buckingham,18,3095,4,2,0,1966,-37.70232,145.1419,Eastern Metropolitan
Hawthorn,10/28 Wattle Rd,u,430000,S,Nelson,4.6,3122,2,1,1,,-37.8248,145.0282,Southern Metropolitan
Glenroy,14/854 Pascoe Vale Rd,u,230000,PI,Raine,13,3046,2,1,1,,-37.702,144.9154,Northern Metropolitan
Brighton,36/568 New St,u,380000,VB,Chisholm,10.5,3186,1,1,1,,-37.88468,144.99722,Southern Metropolitan
Moonee Ponds,10/40 Young St,t,515000,VB,Edward,6.9,3039,2,1,1,1957,-37.7677,144.9221,Western Metropolitan
Carnegie,13/1150 Dandenong Rd,u,316000,PI,Ray,10.1,3163,1,1,1,,-37.88506,145.06411,Southern Metropolitan
Maidstone,8/101 Ballarat Rd,u,275000,PI,Burnham,9.2,3012,2,1,1,,-37.7863,144.8769,Western Metropolitan
Elwood,12/27 Dickens St,u,855000,S,hockingstuart,7.7,3184,2,1,1,,-37.8725,144.9848,Southern Metropolitan
Coburg,60 Woiwurung Cr,t,631000,S,Brad,6.7,3058,2,2,1,1889,-37.73615,144.97455,Northern Metropolitan
Caulfield East,8/8 Tattenham St,u,300000,VB,Thomson,8.4,3145,2,1,1,,-37.88299,145.04711,Southern Metropolitan
Prahran,6/21 Wynnstay Rd,t,1450000,VB,Marshall,4.5,3181,3,2,3,1880,-37.8526,145.0106,Southern Metropolitan
Ascot Vale,18/54 Epsom Rd,u,390000,PI,Jellis,5.9,3032,2,1,1,,-37.7731,144.9074,Western Metropolitan
Elwood,4/88 Addison St,u,687000,SP,Biggin,7.7,3184,2,1,1,,-37.8795,144.98,Southern Metropolitan
Footscray,107/250 Barkly St,u,430000,PI,McGrath,5.1,3011,2,1,1,,-37.79919,144.89607,Western Metropolitan
South Yarra,108/32 Bray St,u,470000,PI,Dingle,2.7,3141,2,1,1,,-37.84446,144.99552,Southern Metropolitan
Armadale,20 Kooyong Rd,t,1715000,SP,Marshall,6.3,3143,3,3,1,1843,-37.86109,145.01994,Southern Metropolitan
Northcote,16/116 Arthurton Rd,u,418000,SP,hockingstuart,5.5,3070,2,1,1,,-37.768,144.9895,Northern Metropolitan
Croydon,25 Toorak Av,h,1152000,S,RW,23,3136,4,2,2,1816,-37.79325,145.27724,Eastern Metropolitan
Ferntree Gully,2 Francis Cr,t,1900000,PI,LJ,24.8,3156,3,2,2,1803,-37.88096,145.29371,Eastern Metropolitan
Essendon,2/31 Leslie Rd,u,485000,S,Barry,7.5,3040,2,1,1,,-37.76,144.91439,Western Metropolitan
Elsternwick,39/2 Gordon St,u,385000,S,Biggin,8.5,3185,1,1,1,,-37.8822,144.9994,Southern Metropolitan
Rosanna,1 Hillside Rd,h,2530000,S,Miles,11.4,3084,5,3,1,1800,-37.7465,145.0612,Eastern Metropolitan
North Melbourne,18/375 Abbotsford St,u,681000,S,JMRE,1.8,3051,3,1,1,,-37.79773,144.94611,Northern Metropolitan
Southbank,716/22 Dorcas St,u,385500,S,LITTLE,1.2,3006,1,1,1,,-37.8301,144.9697,Southern Metropolitan
Toorak,9/723 Orrong Rd,u,655000,S,Rodney,4.6,3142,2,1,1,,-37.8389,145.0141,Southern Metropolitan
Armadale,4/48 New St,u,1635000,S,Jellis,6.3,3143,3,2,2,,-37.8544,145.0164,Southern Metropolitan
Avondale Heights,22 Warrick Ct,h,1600000,PI,Nelson,10.5,3034,4,3,3,1781,-37.7532,144.8766,Western Metropolitan
Hallam,87 Frawley Rd,h,1300000,SP,Eview,32.3,3803,3,2,2,1777,-38.00128,145.27213,South-Eastern Metropolitan
Croydon,20 Glenora Av,h,1150000,VB,McGrath,23,3136,2,1,2,1775,-37.79578,145.27461,Eastern Metropolitan
Glen Huntly,1/205 Grange Rd,u,640000,S,Gary,10.4,3163,2,1,1,,-37.8966,145.0453,Southern Metropolitan
Eaglemont,18 Carlsberg Rd,h,3300000,S,Miles,8.9,3084,4,2,3,1764,-37.76457,145.06555,Eastern Metropolitan
Footscray,8/11 Nicholson St,u,392500,PI,Sweeney,6.4,3011,2,1,1,,-37.7949,144.9007,Western Metropolitan
Footscray,4/11 Nicholson St,u,282000,PI,Sweeney,6.4,3011,1,1,1,,-37.7949,144.9007,Western Metropolitan
Strathmore,8 Woodland St,h,1200000,S,Considine,9.7,3041,3,2,2,1750,-37.7439,144.9331,Western Metropolitan
Eaglemont,24 Brooke St,h,2850000,S,Miles,10.3,3084,2,1,1,1730,-37.7676,145.0597,Eastern Metropolitan
Kensington,401/40 Altona St,u,445000,SP,Redina,3.4,3031,2,1,1,,-37.79818,144.92685,Northern Metropolitan
Prahran,20/67 High St,u,492000,S,hockingstuart,4.5,3181,1,1,1,,-37.851,144.988,Southern Metropolitan
Elsternwick,6/26 Parkside St,u,975000,SP,Gary,7.2,3185,2,1,1,,-37.8879,145.01198,Southern Metropolitan
Elsternwick,12/66 Riddell Pde,u,626000,S,Gary,8.5,3185,2,1,1,,-37.8889,145.0043,Southern Metropolitan
Melbourne,509/33 MacKenzie St,u,390000,PI,Dingle,2.8,3000,2,1,1,,-37.8077,144.9668,Northern Metropolitan
Greenvale,7 Murray Ct,h,1170000,S,Barry,20.4,3059,5,3,5,1715,-37.65439,144.89113,Northern Metropolitan
Elwood,4/130 Tennyson St,h,1380000,S,hockingstuart,7.2,3184,3,1,2,1690,-37.8797,144.99089,Southern Metropolitan
Fitzroy,302/424 Gore St,u,545000,S,Jellis,2.1,3065,1,1,1,,-37.79636,144.98394,Northern Metropolitan
Ascot Vale,2/25 Harold St,u,425500,S,Brad,4.3,3032,2,1,1,,-37.77341,144.9013,Western Metropolitan
Richmond,318/185 Lennox St,u,655000,PI,hockingstuart,2.6,3121,2,1,1,,-37.8174,144.9949,Northern Metropolitan
Reservoir,11B Mahoneys Rd,h,550000,VB,Ray,12,3073,3,1,2,1676,-37.69484,145.00854,Northern Metropolitan
Croydon North,6 Baringa Rd,h,835000,SP,Fletchers,23,3136,4,1,2,1670,-37.77595,145.28383,Eastern Metropolitan
Aberfeldie,6/39 St Kinnord St,u,310000,S,Brad,7.5,3040,1,1,1,,-37.75882,144.9027,Western Metropolitan
Hawthorn,49 Lisson Gr,h,7650000,S,Abercromby's,5.3,3122,4,2,4,1669,-37.82652,145.03052,Southern Metropolitan
Toorak,5/3 Tahara Rd,u,840000,S,hockingstuart,4.6,3142,3,1,1,,-37.8384,145.0178,Southern Metropolitan
Toorak,16/3 Tahara Rd,u,546000,S,LITTLE,4.6,3142,1,1,1,,-37.8384,145.0178,Southern Metropolitan
St Kilda,9/12 Charnwood Rd,u,560000,S,Rodney,6.1,3182,2,1,2,,-37.8585,144.9852,Southern Metropolitan
St Kilda,8/12 Charnwood Rd,u,487500,S,Pride,6.1,3182,2,1,2,,-37.8585,144.9852,Southern Metropolitan
Wantirna,6 Magnolia St,h,1280000,SP,Harcourts,14.7,3152,2,1,0,1647,-37.839,145.22143,Eastern Metropolitan
Melton,21D Yuille St,h,710000,PI,Ryder,31.7,3337,5,2,2,1646,-37.67813,144.59292,Western Victoria
St Kilda,3/33 Robe St,u,1500000,VB,Castran,6.1,3182,3,1,1,,-37.8646,144.9786,Southern Metropolitan
Moorabbin,51 Clay St,h,1008000,S,McGrath,14.6,3189,3,2,1,1622,-37.9354,145.0464,Southern Metropolitan
Frankston South,641 Nepean Hwy,h,1400000,SP,U,38,3199,4,3,2,1618,-38.16121,145.10381,South-Eastern Metropolitan
St Kilda,26/11 Marine Pde,u,354000,S,McGrath,6.1,3182,1,1,1,,-37.8699,144.9764,Southern Metropolitan
Fairfield,1/72 Rathmines St,u,510000,S,hockingstuart,5.8,3078,2,1,1,,-37.7781,145.0157,Northern Metropolitan
Brighton,38/568 New St,u,520000,PI,hockingstuart,11.2,3186,2,1,1,,-37.8847,144.9972,Southern Metropolitan
South Melbourne,1211/50 Albert Rd,u,530000,VB,Greg,1.9,3205,2,1,1,,-37.83406,144.97131,Southern Metropolitan
Camberwell,2/37 Thomas St,u,600800,S,Philip,7.7,3124,2,1,1,,-37.84237,145.09257,Southern Metropolitan
Elwood,5/15 Dickens St,u,686000,S,hockingstuart,7.7,3184,2,1,1,,-37.8716,144.9869,Southern Metropolitan
North Melbourne,19/49 Haines St,u,525000,PI,Woodards,1.8,3051,2,1,1,,-37.79878,144.94747,Northern Metropolitan
Rosanna,206 Waiora Rd,h,1610000,S,Bekdon,11.4,3084,4,1,4,1585,-37.7324,145.0606,Eastern Metropolitan
Balwyn,5 Shrimpton Ct,h,1010000,PI,Marshall,9.7,3103,2,0,0,1583,-37.8092,145.1016,Southern Metropolitan
Monbulk,21 David St,h,720000,SP,Fletchers,34.1,3793,4,2,2,1581,-37.87931,145.41288,Eastern Victoria
Brunswick East,906/330 Lygon St,u,550000,SP,Nelson,4.5,3057,2,1,1,,-37.7685,144.9724,Northern Metropolitan
Ormond,8/14 Lillimur Rd,t,1060000,PI,Jellis,11.4,3204,3,2,2,1568,-37.9027,145.04159,Southern Metropolitan
Glen Waverley,53 Campbell St,h,3056000,PI,VICProp,16.7,3150,4,2,2,1561,-37.86957,145.17544,Eastern Metropolitan
North Melbourne,23/43 Haines St,u,450000,VB,W.B.,2.3,3051,2,1,1,,-37.7988,144.9478,Northern Metropolitan
Hawthorn,16/5 Denham St,u,891000,S,Marshall,4.6,3122,3,1,1,,-37.8186,145.017,Southern Metropolitan
Hawthorn,2/5 Denham St,u,762000,S,Marshall,5.3,3122,2,1,1,,-37.81857,145.01704,Southern Metropolitan
Armadale,526 Orrong Rd,h,3000000,VB,Jellis,6.3,3143,4,2,2,1547,-37.858,145.0111,Southern Metropolitan
Brighton,82 New St,h,3700000,VB,Kay,11.2,3186,4,3,4,1547,-37.9233,144.9944,Southern Metropolitan
Hawthorn,13/506 Glenferrie Rd,u,290000,S,Biggin,4.6,3122,1,1,1,,-37.8308,145.034,Southern Metropolitan
Brighton East,92 Thomas St,h,3207000,S,hockingstuart,10.7,3187,5,5,3,1536,-37.9102,145.0245,Southern Metropolitan
Brunswick East,503/200 Lygon St,u,500000,S,Jellis,4.5,3057,2,1,1,,-37.7721,144.9719,Northern Metropolitan
Ringwood,12 Gordon Ct,h,1450000,VB,McGrath,19.9,3134,3,2,2,1529,-37.8357,145.22564,Eastern Metropolitan
Yarraville,7/88 Stephen St,u,782000,S,hockingstuart,7,3013,2,1,1,,-37.8156,144.8943,Western Metropolitan
Heidelberg,95 Rosanna Rd,h,1705000,S,Barry,10.6,3084,3,1,2,1521,-37.7502,145.0706,Eastern Metropolitan
Elwood,9/2 Alfriston St,u,369000,S,hockingstuart,7.7,3184,1,1,1,,-37.8749,144.9903,Southern Metropolitan
Hawthorn,14/59 Riversdale Rd,u,450000,PI,Jellis,5.3,3122,2,1,1,,-37.82824,145.03137,Southern Metropolitan
Hawthorn East,16/330 Riversdale Rd,u,435000,S,RT,7.5,3123,2,1,1,,-37.8307,145.0493,Southern Metropolitan
Deepdene,4/193 Whitehorse Rd,h,710000,S,Nelson,7.9,3103,2,1,2,1501,-37.81143,145.07108,Southern Metropolitan
Warrandyte,3 David Rd,h,1050000,S,Fletchers,21.1,3113,4,2,2,1491,-37.74113,145.22309,Eastern Metropolitan
Essendon,106/1020 Mt Alexander Rd,u,720000,PI,Weda,7.5,3040,2,2,2,,-37.74999,144.91447,Western Metropolitan
Abbotsford,21/659 Victoria St,u,550000,S,hockingstuart,3,3067,2,1,1,,-37.8114,145.01163,Northern Metropolitan
Hampton,310 Hampton St,h,2600000,S,Hodges,13.7,3188,3,1,2,1485,-37.944,145.0015,Southern Metropolitan
Eltham North,15 Highpoint Cr,h,920000,S,Buckingham,18,3095,4,3,2,1484,-37.70697,145.14105,Eastern Metropolitan
Armadale,2/26 Mercer Rd,u,820000,S,Jellis,6.3,3143,2,1,1,,-37.8528,145.02684,Southern Metropolitan
Surrey Hills,2/52 Barton St,u,807000,S,hockingstuart,10.2,3127,2,1,1,,-37.81665,145.10043,Southern Metropolitan
Armadale,367 Dandenong Rd,h,5525000,S,Marshall,6.3,3143,5,3,4,1473,-37.8602,145.013,Southern Metropolitan
East Melbourne,24/108 George St,u,885000,S,Woodards,1.3,3002,2,1,1,,-37.81525,144.98678,Northern Metropolitan
Glen Iris,15 Yeovil Rd,h,2950000,S,Kay,9.2,3146,4,2,2,1472,-37.8509,145.0856,Southern Metropolitan
Preston,28/122 High St,u,425000,SP,Jellis,8.8,3072,2,2,1,,-37.7476,145.0026,Northern Metropolitan
Eaglemont,8 Outlook Dr,h,2550000,VB,Miles,10.3,3084,4,2,2,1469,-37.769,145.0616,Eastern Metropolitan
Moonee Ponds,1/53 Buckley St,u,435000,S,Nelson,6.2,3039,2,1,1,,-37.75799,144.92354,Western Metropolitan
Croydon,1 Monteith St,h,1080000,S,McGrath,23,3136,2,1,1,1468,-37.79079,145.26924,Eastern Metropolitan
Ivanhoe East,5/3 Rotherwood Rd,u,470000,VB,Nelson,9,3079,2,1,1,,-37.7713,145.0499,Eastern Metropolitan
Ashburton,115 Ashburn Gr,h,2950000,S,hockingstuart,11,3147,9,7,4,1459,-37.8729,145.0788,Southern Metropolitan
Port Melbourne,409/216 Rouse St,u,665000,SP,Cayzer,3.5,3207,2,2,1,,-37.84096,144.93791,Southern Metropolitan
Frankston South,30 Grange Rd,h,1905000,S,Eview,38,3199,4,2,2,1457,-38.15984,145.10884,South-Eastern Metropolitan
Hampton East,1/23 Charming St,h,1140000,S,McGrath,13.8,3188,3,1,2,1453,-37.93433,145.02984,Southern Metropolitan
Mooroolbark,27 Marion Av,h,780000,PI,Harcourts,26.5,3138,3,2,3,1452,-37.79335,145.30773,Eastern Victoria
Balwyn,275 Union Rd,h,2810000,PI,Jellis,9.7,3103,5,3,4,1437,-37.8131,145.1,Southern Metropolitan
Ivanhoe,8/1088 Heidelberg Rd,h,690000,VB,Miles,7.9,3079,2,1,1,1424,-37.7735,145.0403,Eastern Metropolitan
Riddells Creek,53 Bluegum Cct,h,817000,S,Raine,47.4,3431,4,2,4,1424,-37.45709,144.68999,Northern Victoria
St Kilda,1/5 Marine Pde,u,1100000,S,Greg,6.1,3182,2,1,2,,-37.8695,144.9763,Southern Metropolitan
North Warrandyte,39 Valias St,h,902000,S,Gardiner,21.1,3113,4,2,0,1409,-37.72548,145.20868,Eastern Metropolitan
Ripponlea,10/199 Hotham St,u,558500,SP,Buxton,7.2,3185,2,1,1,,-37.87827,144.99752,Southern Metropolitan
Windsor,3/45 Williams Rd,u,600000,SP,hockingstuart,5.1,3181,2,1,1,,-37.8554,145.0018,Southern Metropolitan
Balwyn,8 Raynes St,h,4000000,VB,RT,9.7,3103,5,4,3,1402,-37.8058,145.0882,Southern Metropolitan
Frankston,22 Bradshaw St,h,715000,S,Eview,38,3199,5,2,1,1396,-38.13442,145.13548,South-Eastern Metropolitan
South Yarra,17/393 Toorak Rd,u,400000,S,LITTLE,3.3,3141,1,1,1,,-37.8402,145.0029,Southern Metropolitan
Melbourne,208/108 Flinders St,u,375000,PI,LITTLE,2.8,3000,1,1,0,,-37.8161,144.9712,Northern Metropolitan
St Kilda,201/63 Acland St,u,430000,SP,Buxton,6.1,3182,1,1,1,,-37.8661,144.9772,Southern Metropolitan
Elsternwick,4/49 Seymour Rd,t,1200000,S,Biggin,7.2,3185,3,1,2,1388,-37.88065,145.01112,Southern Metropolitan
Brunswick,8/93 Tinning St,u,315000,S,Jellis,5.2,3056,1,1,1,,-37.7591,144.9577,Northern Metropolitan
Hampton,108 Orlando St,t,2200000,VB,Marshall,13.7,3188,3,2,3,1382,-37.9347,144.9963,Southern Metropolitan
Maribyrnong,26 Mitchell St,h,1072000,S,Biggin,8.7,3032,3,2,2,1369,-37.7833,144.888,Western Metropolitan
Hawthorn,3/150 Barkers Rd,u,690000,S,Peter,5.3,3122,3,1,1,,-37.81415,145.03082,Southern Metropolitan
Burwood,18 Murray Dr,h,1800000,PI,Jellis,11.7,3125,4,2,2,1357,-37.8463,145.102,Southern Metropolitan
Northcote,215 Clarke St,h,3850000,PI,Jellis,5.5,3070,4,4,8,1353,-37.7767,144.9996,Northern Metropolitan
Mont Albert,17 Rowland St,h,2850000,S,Jellis,11.8,3127,4,2,2,1348,-37.82,145.1118,Eastern Metropolitan
Brunswick West,10/3 Allard St,u,275000,VB,Jellis,5.2,3055,1,1,1,,-37.7684,144.94214,Northern Metropolitan
Murrumbeena,17/190 Murrumbeena Rd,u,357000,S,Gary,10.1,3163,1,1,1,,-37.89792,145.06516,Southern Metropolitan
South Yarra,9/372 Toorak Rd,u,411000,S,hockingstuart,3.3,3141,1,1,1,,-37.8405,145.0025,Southern Metropolitan
Balwyn North,9 Stephens St,h,4000000,PI,Marshall,9.2,3104,5,5,4,1332,-37.7961,145.0859,Southern Metropolitan
St Kilda,7/19 Redan St,u,550000,VB,Biggin,6.1,3182,2,1,1,,-37.8601,144.9898,Southern Metropolitan
Kew,61 Molesworth St,h,3650000,VB,Jellis,5.6,3101,3,2,3,1328,-37.8006,145.0218,Southern Metropolitan
St Helena,11 Erinne Ct,h,1387000,S,Morrison,16.1,3088,5,3,3,1328,-37.68508,145.1395,Eastern Metropolitan
Richmond,2/50 Palmer St,u,534000,S,hockingstuart,2.4,3121,1,1,1,,-37.81893,145.00631,Northern Metropolitan
Glen Iris,3 Fairview Gr,h,3365000,S,RT,9.2,3146,5,2,2,1321,-37.8649,145.0547,Southern Metropolitan
Kew,15 Barry St,h,6500000,S,Jellis,5.6,3101,6,6,3,1318,-37.8029,145.0267,Southern Metropolitan
Richmond,4/199 Punt Rd,u,360000,S,Biggin,2.6,3121,1,1,1,,-37.8181,144.9901,Northern Metropolitan
Templestowe,7 Atkinson St,h,2600000,S,Jellis,15.5,3106,4,2,3,1317,-37.75343,145.11958,Eastern Metropolitan
Brunswick,9 Goodman St,h,955000,S,Woodards,5.2,3056,2,1,0,1315,-37.7731,144.9568,Northern Metropolitan
Brunswick,17 Goodman St,h,916000,S,Nelson,5.2,3056,2,1,0,1313,-37.773,144.9568,Northern Metropolitan
Hawthorn East,5/305 Riversdale Rd,u,500000,S,hockingstuart,6.2,3123,2,1,1,,-37.83012,145.04751,Southern Metropolitan
Mount Waverley,3 Rowan Ct,h,1615000,S,Gary,14.2,3149,3,1,2,1307,-37.88569,145.1438,Eastern Metropolitan
Glen Iris,8 Kenilworth Gr,h,3110000,S,Jellis,9.2,3146,4,2,4,1307,-37.853,145.0491,Southern Metropolitan
Murrumbeena,1/178 Murrumbeena Rd,t,720000,S,hockingstuart,12.1,3163,2,2,2,1302,-37.8969,145.0654,Southern Metropolitan
Toorak,296A Williams Rd,h,2840000,PI,Marshall,4.6,3142,3,2,4,1301,-37.838,145.0054,Southern Metropolitan
Aberfeldie,13 Batman St,h,2400000,S,Barry,9.1,3040,3,2,2,1294,-37.7548,144.8915,Western Metropolitan
Rosanna,7 Hylton Cr,h,1310000,S,Fletchers,8.9,3084,2,1,1,1291,-37.74694,145.07048,Eastern Metropolitan
Broadmeadows,39 Blair St,h,1100000,VB,Stockdale,14,3047,1,1,1,1290,-37.6821,144.92773,Northern Metropolitan
Elwood,5/61 Ormond Rd,u,572500,PI,Kay,7.7,3184,2,2,1,,-37.8838,144.9853,Southern Metropolitan
Elwood,3/61 Ormond Rd,u,559000,PI,Buxton,7.7,3184,2,1,1,,-37.8838,144.9853,Southern Metropolitan
South Yarra,6/24 Kensington Rd,t,1365000,S,Kay,3.3,3141,3,2,1,1283,-37.8377,145.0021,Southern Metropolitan
Gisborne,7 Wyralla Cr,h,650000,SP,Raine,45.9,3437,6,2,2,1281,-37.50733,144.58666,Northern Victoria
St Kilda,18 Crimea St,h,5046000,S,Abercromby's,6.1,3182,5,3,3,1279,-37.8589,144.9883,Southern Metropolitan
Mont Albert,105/766 Whitehorse Rd,u,665000,S,hockingstuart,11.8,3127,2,2,2,,-37.8167,145.1118,Eastern Metropolitan
Gisborne,42 Kilmore Rd,h,775000,S,Raine,45.9,3437,3,2,4,1275,-37.48381,144.60052,Northern Victoria
St Kilda,5/72 Barkly St,u,395000,SP,Buxton,6.1,3182,1,1,1,,-37.8621,144.9823,Southern Metropolitan
Montmorency,207 Rattray Rd,h,960000,PI,Fletchers,16.2,3094,3,1,1,1272,-37.716,145.13452,Eastern Metropolitan
South Yarra,9/46 Darling St,u,625000,S,Williams,3.3,3141,2,1,1,,-37.8359,144.9921,Southern Metropolitan
The Basin,14 Bayview Cr,h,610000,S,iTRAK,27,3154,3,1,0,1262,-37.863,145.30716,Eastern Metropolitan
Northcote,304/481 High St,u,352500,S,Ray,5.3,3070,1,1,1,,-37.7662,144.99907,Northern Metropolitan
Brighton,161 Church St,h,5800000,PI,Castran,11.2,3186,5,4,4,1255,-37.9164,144.9974,Southern Metropolitan
Hawthorn,2 Fordholm Rd,h,4250000,PI,Marshall,4.6,3122,5,4,3,1254,-37.8291,145.0308,Southern Metropolitan
Balwyn North,3 Clive Ct,h,2130000,PI,RW,9.2,3104,4,3,2,1254,-37.7822,145.0907,Southern Metropolitan
South Yarra,3/43 Cromwell Rd,u,771000,S,hockingstuart,2.7,3141,2,1,1,,-37.84283,145.00015,Southern Metropolitan
Blackburn,3/33 Glen Ebor Av,h,786000,S,Ray,13.4,3130,3,1,2,1252,-37.82151,145.16139,Eastern Metropolitan
Reservoir,53 Fordham Rd,h,685000,S,Nelson,11.2,3073,3,1,1,1250,-37.7139,145.0215,Northern Metropolitan
Glen Iris,1 Montana St,h,2300000,VB,Jellis,9.2,3146,4,3,4,1250,-37.8552,145.082,Southern Metropolitan
Surrey Hills,6 Shepherd St,h,2100000,S,hockingstuart,11.2,3127,3,2,2,1250,-37.8322,145.1056,Southern Metropolitan
Beaumaris,19 Bolton St,h,3778000,S,Buxton,17.3,3193,5,4,4,1250,-37.97775,145.02754,Southern Metropolitan
Mooroolbark,188 Cardigan Rd,h,872000,SP,Max,26.5,3138,5,2,2,1247,-37.79026,145.33738,Eastern Victoria
Preston,421 Murray Rd,h,760000,PI,Barry,8.8,3072,9,8,7,1241,-37.7367,144.9895,Northern Metropolitan
Ivanhoe,20 Locksley Rd,h,2400000,S,Jellis,7.9,3079,0,2,2,1240,-37.7727,145.0484,Eastern Metropolitan
Hawthorn East,797 Burwood Rd,h,3500000,VB,Jellis,7.5,3123,4,2,2,1236,-37.8245,145.0524,Southern Metropolitan
Ivanhoe,39 Thoresby Gr,h,3020000,S,Miles,7.9,3079,4,2,1,1236,-37.7639,145.0506,Eastern Metropolitan
Vermont South,6 Nolan Cl,h,1650000,PI,Noel,17.2,3133,4,2,2,1235,-37.84825,145.18764,Eastern Metropolitan
Brunswick,4/831 Park St,u,170000,VB,Nelson,5.2,3056,1,1,0,,-37.77685,144.95188,Northern Metropolitan
Balwyn North,11 Stephens St,h,3000000,PI,Nelson,9.2,3104,4,3,2,1235,-37.7964,145.086,Southern Metropolitan
Melton,28 Atkin St,h,550000,PI,Ryder,31.7,3337,4,2,2,1233,-37.68686,144.58157,Western Victoria
Rosanna,28 Millicent St,h,1775000,S,Miles,8.9,3084,4,2,2,1232,-37.74085,145.07055,Eastern Metropolitan
Hawthorn,4 Ardene Ct,h,3950000,S,Jellis,4.6,3122,4,2,3,1228,-37.8257,145.0321,Southern Metropolitan
St Kilda,22/14 Crimea St,u,350000,VB,hockingstuart,6.1,3182,1,1,1,,-37.8585,144.9884,Southern Metropolitan
Balwyn,7 Relowe Cr,h,2750000,VB,hockingstuart,7.9,3103,5,5,2,1223,-37.80563,145.10304,Southern Metropolitan
Balwyn North,48 Hosken St,h,2525000,PI,Jellis,9.2,3104,4,2,2,1223,-37.7988,145.089,Southern Metropolitan
St Kilda,21/7 Alfred Sq,u,520000,PI,Whiting,6.1,3182,2,1,1,,-37.8645,144.9749,Southern Metropolitan
Brighton East,4/141 Centre Rd,u,563000,S,hockingstuart,10.7,3187,2,1,1,,-37.9164,145.0228,Southern Metropolitan
Ivanhoe East,11 Warncliffe Rd,h,2150000,S,Miles,9,3079,3,2,2,1215,-37.7767,145.0592,Eastern Metropolitan
Hawthorn,8/22 Connell St,u,535000,S,Jellis,4.6,3122,2,1,1,,-37.8185,145.0236,Southern Metropolitan
Clayton South,695 Heatherton Rd,h,1250500,S,C21,17.5,3169,3,1,2,1211,-37.95988,145.13279,South-Eastern Metropolitan
North Melbourne,2/7 Oxford St,u,850000,VB,W.B.,1.8,3051,2,3,1,,-37.8006,144.95419,Northern Metropolitan
North Melbourne,106/25 Oxford St,u,570000,VB,Alexkarbon,1.8,3051,2,2,1,,-37.8006,144.95419,Northern Metropolitan
